2025-04-25 23:06:31.384 | INFO     | app.main:lifespan:15 - Starting application...
2025-04-25 23:06:31.391 | INFO     | app.logging_setup:start_metrics_server:81 - Prometheus metrics server started on port 8001
2025-04-25 23:06:31.396 | ERROR    | app.cache:init_redis_pool:24 - Failed to connect to Redis (via redis-py) at redis://redis:6379/0: Error 8 connecting to redis:6379. nodename nor servname provided, or not known.
2025-04-25 23:06:31.397 | INFO     | app.emotion_pipeline:load_emotion_model:22 - Loading emotion model: SamLowe/roberta-base-go_emotions...
2025-04-25 23:06:31.419 | INFO     | app.emotion_pipeline:load_emotion_model:33 - Using device: mps for emotion model.
2025-04-25 23:06:33.825 | INFO     | app.emotion_pipeline:load_emotion_model:46 - Successfully loaded emotion model 'SamLowe/roberta-base-go_emotions' on mps.
2025-04-25 23:06:33.951 | INFO     | app.llm_service:configure_genai:14 - Google Generative AI client configured. SDK version: 1.12.1
2025-04-25 23:06:33.952 | INFO     | app.main:lifespan:20 - Startup complete.
2025-04-25 23:07:23.871 | INFO     | app.main:chat_endpoint:74 - [ReqID: req_2afd089f] Chat request: 'hey im feeling fucking lonely as fuck...'
2025-04-25 23:07:23.872 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-25 23:07:23.875 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-25 23:07:24.368 | ERROR    | app.emotion_pipeline:analyze_emotions:131 - Error analyzing emotions for 'hey im feeling fucking lonely as fuck...': module 'google.genai' has no attribute 'GenerativeModel'
2025-04-25 23:07:24.369 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 0.4942 seconds.
2025-04-25 23:07:24.369 | ERROR    | app.main:chat_endpoint:95 - [ReqID: req_2afd089f] Emotion analysis failed.
2025-04-25 23:07:24.370 | ERROR    | app.main:chat_endpoint:99 - [ReqID: req_2afd089f] Emotion analysis error: 503: Emotion analysis unavailable.
2025-04-25 23:19:13.326 | INFO     | app.main:lifespan:22 - Shutting down...
