2025-04-25 22:40:11.897 | INFO     | app.main:lifespan:15 - Starting application...
2025-04-25 22:40:11.910 | INFO     | app.logging_setup:start_metrics_server:81 - Prometheus metrics server started on port 8001
2025-04-25 22:40:11.932 | ERROR    | app.cache:init_redis_pool:24 - Failed to connect to Redis (via redis-py) at redis://redis:6379/0: Error 8 connecting to redis:6379. nodename nor servname provided, or not known.
2025-04-25 22:40:11.933 | INFO     | app.emotion_pipeline:load_emotion_model:22 - Loading emotion model: SamLowe/roberta-base-go_emotions...
2025-04-25 22:40:12.015 | INFO     | app.emotion_pipeline:load_emotion_model:34 - Using device: mps for emotion model.
2025-04-25 22:40:13.839 | INFO     | app.emotion_pipeline:load_emotion_model:51 - Successfully loaded emotion model 'SamLowe/roberta-base-go_emotions' and secondary LLM on mps.
2025-04-25 22:40:13.848 | INFO     | app.llm_service:configure_genai:15 - Google Generative AI client configured. SDK version: 1.12.1
2025-04-25 22:40:13.849 | INFO     | app.main:lifespan:20 - Startup complete.
2025-04-25 22:40:59.446 | INFO     | app.main:chat_endpoint:74 - [ReqID: req_23250a27] Chat request: 'hey im feeling fucking lonely as fuck...'
2025-04-25 22:40:59.447 | ERROR    | app.cache:get_redis:42 - Redis pool is not initialized or connection failed.
2025-04-25 22:40:59.448 | INFO     | app.utils:wrapper:76 - Starting 'Advanced Emotion Analysis'...
2025-04-25 22:41:00.871 | ERROR    | app.emotion_pipeline:analyze_emotions:135 - Error analyzing emotions for 'hey im feeling fucking lonely as fuck...': name 'json' is not defined
2025-04-25 22:41:00.871 | INFO     | app.utils:wrapper:86 - 'Advanced Emotion Analysis' completed successfully in 1.4230 seconds.
2025-04-25 22:41:00.871 | ERROR    | app.main:chat_endpoint:95 - [ReqID: req_23250a27] Emotion analysis failed.
2025-04-25 22:41:00.871 | ERROR    | app.main:chat_endpoint:99 - [ReqID: req_23250a27] Emotion analysis error: 503: Emotion analysis unavailable.
2025-04-25 22:47:41.822 | INFO     | app.main:lifespan:22 - Shutting down...
2025-04-25 22:47:41.825 | INFO     | app.main:lifespan:24 - Shutdown complete.
