2025-04-26 15:53:49.982 | INFO     | app.main:lifespan:14 - Starting application...
2025-04-26 15:53:49.989 | INFO     | app.logging_setup:start_metrics_server:76 - Prometheus metrics server started on port 8001
2025-04-26 15:53:49.991 | INFO     | app.cache:init_redis_pool:30 - Successfully connected to Redis at redis://localhost:6379/0
2025-04-26 15:53:53.960 | INFO     | app.llm_service:configure_genai:18 - Google GenAI client configured.
2025-04-26 15:53:53.962 | INFO     | app.main:lifespan:22 - Redis cache cleared on startup.
2025-04-26 15:53:53.963 | INFO     | app.main:lifespan:25 - Startup complete.
2025-04-26 15:53:59.497 | INFO     | app.main:chat_endpoint:74 - [ReqID: req_c1a44ff6] Chat request: 'hey...'
2025-04-26 15:53:59.501 | INFO     | app.utils:wrapper:107 - Starting 'Advanced Emotion Analysis'...
2025-04-26 15:53:59.502 | INFO     | app.utils:wrapper:117 - 'Advanced Emotion Analysis' failed with AttributeError in 0.0012 seconds.
2025-04-26 15:53:59.502 | ERROR    | app.utils:wrapper:36 - Failure 1/5 in analyze_emotions: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'
2025-04-26 15:53:59.503 | WARNING  | app.utils:wrapper:63 - Attempt 1/3 failed for analyze_emotions. Error: AttributeError: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'. Retrying in 1.00s...
2025-04-26 15:54:00.505 | INFO     | app.utils:wrapper:107 - Starting 'Advanced Emotion Analysis'...
2025-04-26 15:54:00.506 | INFO     | app.utils:wrapper:117 - 'Advanced Emotion Analysis' failed with AttributeError in 0.0012 seconds.
2025-04-26 15:54:00.507 | ERROR    | app.utils:wrapper:36 - Failure 2/5 in analyze_emotions: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'
2025-04-26 15:54:00.507 | WARNING  | app.utils:wrapper:63 - Attempt 2/3 failed for analyze_emotions. Error: AttributeError: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'. Retrying in 1.50s...
2025-04-26 15:54:02.009 | INFO     | app.utils:wrapper:107 - Starting 'Advanced Emotion Analysis'...
2025-04-26 15:54:02.011 | INFO     | app.utils:wrapper:117 - 'Advanced Emotion Analysis' failed with AttributeError in 0.0016 seconds.
2025-04-26 15:54:02.011 | ERROR    | app.utils:wrapper:36 - Failure 3/5 in analyze_emotions: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'
2025-04-26 15:54:02.011 | WARNING  | app.utils:wrapper:63 - Attempt 3/3 failed for analyze_emotions. Error: AttributeError: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'. Retrying in 2.25s...
2025-04-26 15:54:02.011 | ERROR    | app.utils:wrapper:71 - All 3 retry attempts failed for analyze_emotions. Last error: AttributeError: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'
2025-04-26 15:54:02.012 | ERROR    | app.main:chat_endpoint:99 - [ReqID: req_c1a44ff6] Emotion analysis error: 'Settings' object has no attribute 'CONTEXT_KEYWORDS'
2025-04-26 15:54:42.396 | INFO     | app.main:lifespan:27 - Shutting down...
2025-04-26 15:54:42.401 | INFO     | app.cache:close_redis_pool:53 - Redis connection pool closed.
